Nombre del Tratado,Bilateral,Lugar de Adopcion,Fecha de Adopcion,Estados-Organismos,Temas,Naturaleza del Tratado,Depositario,Suscribio Por Colombia,Vigente,Fecha Ley Aprobatoria,Numero Ley Aprobatoria,Sentencia Fecha Ley,Sentencia Numero,Decreto Fecha Diario Oficial,Decreto Numero Diario Oficial
ACUERDO DE RECIPROCIDAD ENTRE EL GOBIERNO DE LA REPUBLICA DE COLOMBIA Y LA REPUBLICA DE COSTA RICA POR MEDIO DEL CUAL SE PERMITE EJERCER ACTIVIDADES REMUNERADAS A LOS FAMILIARES DEPENDIENTES DE LOS NACIONALES DE UNO DE LOS DOS ESTADOS QUE GOCEN DE PRIVILEGIOS E INMUNIDADES EN EL OTRO ESTADO,SI,BOGOTA,15/03/1996,COSTA RICA,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),RODRIGO PARDO GARCIA PEÑA - MINISTRO DE RELACIONES EXTERIORES,SI,(NO REGISTRA),(NO REGISTRA),20/02/1998,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
CONVENIO DE FINANCIACION ENTRE LA COMUNIDAD ECONOMICA EUROPEA Y LA REPUBLICA DE COLOMBIA PEQUEÑOS PROYECTOS PRODUCTIVOS EN LA ZONA DE LA COSTA PACIFICA,SI,BRUSELAS,21/06/1991,COMUNIDAD ECONÓMICA EUROPEA,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),ILEGIBLE,NO,(NO REGISTRA),(NO REGISTRA),21/06/1991,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
TRATADO DE EXTRADICION ENTRE LA REPUBLICA DE COLOMBIA Y LOS ESTADOS UNIDOS DE AMERICA,SI,WASHINGTON,14/09/1979,ESTADOS UNIDOS DE AMERICA,(NO REGISTRA),TRATADO,(NO REGISTRA),VIRGILIO BARCO VARGAS EMBAJADOR DE COLOMBIA EN WASHINGTON,SI,03/11/1980,27 DE 1980,04/03/1982,(NO REGISTRA),17/06/1982,1781 DE 1982
CONVENIO SOBRE TRANSPORTES AEREOS ENTRE COLOMBIA Y PANAMA,SI,BOGOTA,14/09/1963,PANAMA,(NO REGISTRA),TRATADO,(NO REGISTRA),ALVARO HERRAN MEDINA SECRETARIO DEL MINISTERIO DE RELACIONES EXTERIORES,NO,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
CONVENCION INTERAMERICANA CONTRA LA CORRUPCION,NO,CARACAS,29/03/1996,ORGANIZACIÓN DE ESTADOS AMERICANOS-OEA,(NO REGISTRA),TRATADO,ORGANIZACIÓN DE ESTADOS AMERICANOS-OEA,(NO REGISTRA),SI,06/11/1997,412 DE 1997,18/02/1999,C-397 DE 1998,15/10/1999,2056 DE 1999
PROTOCOLO DE LAS NACIONES UNIDAS RELATIVO A OBLIGACIONES MILITARES EN CASOS DE DOBLE NACIONALIDAD,NO,LA HAYA,13/04/1930,ORGANIZACIÓN DE LAS NACIONES UNIDAS-ONU,(NO REGISTRA),TRATADO,ORGANIZACIÓN DE LAS NACIONES UNIDAS-ONU,(NO REGISTRA),SI,20/02/1936,37 DE 1936,24/02/1937,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
ACUERDO COMPLEMENTARIO PARA EL DESARROLLO DEL PROGRAMA DE COOPERACION ENTRE EL GOBIERNO DE LA REPUBLICA DE COLOMBIA Y EL GOBIERNO DE LA REPUBLICA DE COSTA RICA PARA LA EJECUCION DE LA COOPERACION HORIZONTAL EN MATERIA DE MEDIO AMBIENTE Y ENERGIA,SI,SAN JOSE,29/05/2000,COSTA RICA,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),GUILLERMO FERNANDEZ DE SOTO MINISTRO DE RELACIONES EXTERIORES,SI,(NO REGISTRA),(NO REGISTRA),29/05/2000,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
ACUERDO DE ALCANCE PARCIAL DE RENEGOCIACION DE LAS PREFERENCIAS OTORGADAS EN EL PERIODO 1962/1980 SUSCRITO ENTRE COLOMBIA Y MEXICO (ACUERDO NO.40),SI,MONTEVIDEO,10/07/1994,MEXICO,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,ASOCIACION LATINOAMERICANA DE INTEGRACION-ALADI,ANTONIO URDANETA GUERRERO EMBAJADOR DE COLOMBIA,NO,(NO REGISTRA),(NO REGISTRA),10/07/1994,(NO REGISTRA),14/12/1988,2803 DE 1988
CONVENCION SOBRE ASISTENCIA ADMINISTRATIVA MUTUA EN MATERIA FISCAL,NO,ESTRASBURGO,25/01/1988,ORGANIZACIÓN PARA LA COOEPRACION Y EL DESARROLLO ECONOMICO-OCDE,(NO REGISTRA),TRATADO,ORGANIZACIÓN PARA LA COOEPRACION Y EL DESARROLLO ECONOMICO-OCDE,JUAN CARLOS ECHEVERRY GARZON - MINISTRO DE HACIENDA Y DE CREDITO PUBLICO,SI,16/07/2013,1661 DE 2013,01/07/2014,C-032 DE 2014,(NO REGISTRA),(NO REGISTRA)
CONVENIO MARCO DE ASISTENCIA EN MATERIA DE PROTECCION CIVIL,NO,GINEBRA,22/05/2000,ORGANIZACIÓN DE LA PROTECCION CIVIL-OIPC,(NO REGISTRA),TRATADO,OTROS,(NO REGISTRA),NO,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
ACTA FINAL DE LA CONVENCION IBEROAMERICANA DE DERECHOS DE LOS JOVENES,NO,BADAJOZ,11/10/2005,ORGANIZACION IBEROAMERICANA DE JUVENTUD OIJ-OIJ,(NO REGISTRA),TRATADO,ORGANIZACION IBEROAMERICANA DE JUVENTUD OIJ-OIJ,(NO REGISTRA),NO,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
CONVENIO DE COOPERACION ECONOMICA Y COMERCIAL ENTRE EL GOBIERNO DE LA REPUBLICA DE COLOMBIA Y EL GOBIERNO DE LA REPUBLICA DE NICARAGUA,SI,BOGOTA,14/04/1983,NICARAGUA,(NO REGISTRA),TRATADO,(NO REGISTRA),RODRIGO LLOREDA CAICEDO MINISTRO DE RELACIONES EXTERIORES,NO,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
ACUERDO CONSTITUTIVO DE LA ORGANIZACION ANDINA DE TELECOMUNICACIONES POR SATELITE (OATS),NO,QUITO,18/11/1988,ORGANIZACIÓN ANDINA DE TELECOMUNICACIONES,(NO REGISTRA),TRATADO,VENEZUELA,PEDRO MARTIN LEYES HERNANDEZ- MINISTERIO DE COMUNICACIONES DE COLOMBIA,NO,20/10/1989,49 DE 1989,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
ACUERDO RELATIVO AL CENTRO LATINOAMERICANO DE ADMINISTRACION PARA EL DESARROLLO CLAD Y SUS ESTATUTOS,NO,CARACAS,30/06/1972,CENTRO LATINOAMERICANO DE ADMINISTRACIÓN PARA EL DESARROLLO-CLAD,(NO REGISTRA),TRATADO,VENEZUELA,(NO REGISTRA),SI,04/01/2001,637 DE 2001,18/05/1976,C-914/2001,(NO REGISTRA),(NO REGISTRA)
CANJE DE NOTAS QUE CONSTITUYE UN ACUERDO SOBRE LA ADOPCION DE UN ACUERDO APLICABLE A LOS PROCEDIMIENTOS PARA LA EJECUCION DEL TRATADO SOBRE TRASLADO DE PERSONAS CONDENADAS ENTRE EL GOBIERNO DE LA REPUBLICA DE COLOMBIA Y EL GOBIERNO DE LA REPUBLICA DE VENEZUELA,SI,CARACAS,17/04/1997,VENEZUELA,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),MARIA EMMA MEJIA VELEZ MINISTRA DE RELACIONES EXTERIORES,SI,(NO REGISTRA),(NO REGISTRA),17/04/1997,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
CONVENIO CONSTITUTIVO DEL FONDO INTERNACIONAL DE DESARROLLO AGRICOLA,NO,ROMA,13/06/1976,ORGANIZACIÓN DE LAS NACIONES UNIDAS-ONU,(NO REGISTRA),TRATADO,ORGANIZACIÓN DE LAS NACIONES UNIDAS-ONU,ILEGIBLE,SI,17/05/1979,36 DE 1979,16/07/1979,(NO REGISTRA),17/04/1980,878 DE 1980
PROTOCOLO QUE MODIFICA EL CONVENIO PARA LA UNIFICACION DE CIERTAS REGLAS RELATIVAS AL TRANSPORTE AEREO INTERNACIONAL FIRMADO EN VARSOVIA EL 12 DE OCTUBRE DE 1929,NO,LA HAYA,28/09/1955,ORGANIZACIÓN DE AVIACION CIVIL INTERNACIONAL-OACI,(NO REGISTRA),TRATADO,POLONIA,(NO REGISTRA),SI,05/03/1980,19 DE 1980,15/08/1966,(NO REGISTRA),15/10/1999,2059 DE 1999
PROTOCOLO SOBRE UNIFORMIDAD DEL REGIMEN LEGAL DE LOS PODERES,NO,WASHINGTON,17/02/1940,ORGANIZACIÓN DE ESTADOS AMERICANOS-OEA,(NO REGISTRA),TRATADO,ORGANIZACIÓN DE ESTADOS AMERICANOS-OEA,(NO REGISTRA),SI,11/03/1943,10 DE 1943,10/06/1943,(NO REGISTRA),15/06/1943,1385 DE 1943
"ADDENDUM NO.1 AL CONVENIO DE FINANCIACION ENTRE LA UNION EUROPEA Y LA REPUBLICA DE COLOMBIA DESARROLLO REGIONAL, PAZ Y ESTABILIDAD II",SI,BOGOTA,16/11/2011,UNIÓN EUROPEA,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),MARIA ANGELA HOLGUIN - MINISTRA DE RELACIONES EXTERIORES,SI,(NO REGISTRA),(NO REGISTRA),16/11/2011,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
CONVENIO NO. 13 RELATIVO AL EMPLEO DE LA CERUSA EN LA PINTURA,NO,GINEBRA,19/11/1921,ORGANIZACIÓN INTERNACIONAL DEL TRABAJO-OIT,(NO REGISTRA),TRATADO,ORGANIZACIÓN INTERNACIONAL DEL TRABAJO-OIT,(NO REGISTRA),SI,23/11/1931,129 DE 1931,20/06/1933,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
CONVENIO DE DONACION DEL OBJETIVO ESTRATEGICO NO.514-007 PARA GOBERNABILIDAD DEMOCRATICA FORTALECIDA ENMIENDA NO.15 ENTRE EL GOBIERNO DE LA REPUBLICA DE COLOMBIA Y EL GOBIERNO DE LOS ESTADOS UNIDOS DE AMERICA,SI,BOGOTA,18/09/2009,ESTADOS UNIDOS DE AMERICA,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),JAIME BERMUDEZ MERISALDE MINISTRO DE RELACIONES EXTERIORES,SI,(NO REGISTRA),(NO REGISTRA),18/09/2009,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
REFORMA DEL APARTADO 3 DEL PARRAFO A DEL ARTICULO VI DEL ESTATUTO,NO,VIENA,04/10/1961,ORGANISMO INTERNACIONAL DE ENERGIA ATOMICA-OIEA,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,ESTADOS UNIDOS DE AMERICA,(NO REGISTRA),SI,14/02/1968,12 DE 1968,31/01/1963,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
ENMIENDA DEL PROTOCOLO DE MONTREAL RELATIVO A LAS SUSTANCIAS QUE AGOTAN LA CAPA DE OZONO,NO,COPENHAGUE,25/11/1992,ORGANIZACIÓN DE LAS NACIONES UNIDAS-ONU,(NO REGISTRA),TRATADO,ORGANIZACIÓN DE LAS NACIONES UNIDAS-ONU,(NO REGISTRA),SI,05/08/1996,306 DE 1996,03/11/1997,C-146/1997,(NO REGISTRA),(NO REGISTRA)
ENMIENDA AL ARTICULO 1O DE LA CONVENCION SOBRE PROHIBICIONES O RESTRICCIONES DEL EMPLEOS DE CIERTAS ARMAS CONVENCIONALES QUE PUEDAN COSNIDERARSE EXCESIVAMENTE NOCIVAS O DE EFECTOS INDISCRIMINDAOS,NO,GINEBRA,21/12/2001,ORGANIZACIÓN DE LAS NACIONES UNIDAS-ONU,(NO REGISTRA),TRATADO,ORGANIZACIÓN DE LAS NACIONES UNIDAS-ONU,(NO REGISTRA),SI,31/07/2006,1072 DE 2006,20/09/2009,C-534/2008,(NO REGISTRA),(NO REGISTRA)
PROTOCOLO RELATIVO A LA REALIZACION DEL PROGRAMA DE COOPERACION ENTRE EL GOBIERNO DE LA REPUBLICA DE COLOMBIA Y EL GOBIERNO DE LA REPUBLICA DE ITALIA PARA LA PREVENCION TRATAMIENTO Y REHABILITACION DE LAS DISCAPACIDADES Y DISTURBIOS DEL DESARROLLO EN LA EDAD EVOLUTIVA EN DESARROLLO DEL CONVENIO DE COOPERACION TECNICA Y CIENTIFICA SUSCRITO ENTRE AMBOS GOBIERNOS EL 30 DE MARZO DE 1971,SI,BOGGOTA,04/08/1986,ITALIA,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),AUGUSTO RAMIREZ OCAMPO MINISTRO DE RELACIONES EXTERIORES,NO,(NO REGISTRA),(NO REGISTRA),04/08/1986,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
CANJE DE NOTAS QUE CONSTITUYE UN ACUERDO SOBRE EL ARCHIPIELAGO DE LOS MONJES ENTRE EL GOBIERNO DE LA REPUBLICA DE COLOMBIA Y EL GOBIERNO DE VENEZUELA,SI,BOGOTA,22/11/1952,VENEZUELA,(NO REGISTRA),TRATADO,(NO REGISTRA),JUAN URIBE HOLGUIN MNISTR DE RELACIONES EXTERIORES,SI,(NO REGISTRA),(NO REGISTRA),22/11/1952,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
CONVENIO NO. 4 RELATIVO AL TRABAJO NOCTURNO DE LAS MUJERES,NO,WASHINGTON,28/11/1919,ORGANIZACIÓN INTERNACIONAL DEL TRABAJO-OIT,(NO REGISTRA),TRATADO,ORGANIZACIÓN INTERNACIONAL DEL TRABAJO-OIT,(NO REGISTRA),NO,23/11/1931,129 DE 1931,20/06/1933,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
DECISION DEL CONSEJO DE LA ORGANIZACION PARA LA COOPERACION Y EL DESARROLLO ECONOMICO - OCDE QUE ESTABLECE UN CENTRO DE DESARROLLO DE LA ORGANIZACIÓN ADOPTADA POR EL CONSEJO EN SU VIGESIMA NOVENA REUNION  EN PARIS EL 23 DE OCTUBRE DE 1962 Y EL ACUERDO MEDIANTE CANJE DE NOTAS ENTRE EL GOBIERNO DE COLOMBIA Y LA SECRETARIA GENERAL DE LA ORGANIZACION PARA LA COOPERACION Y EL DESARROLLO ECONOMICO- OCDE PARA LA VINCULACION DE COLOMBIA COMO MIEMBRO DEL CENTRO DE DESARROLLO DE LA OCDE CONCLUIDO EL 24 DE JULIO DE 2008,NO,PARIS,23/10/1962,ORGANIZACIÓN PARA LA COOEPRACION Y EL DESARROLLO ECONOMICO-OCDE,(NO REGISTRA),TRATADO,ORGANIZACIÓN PARA LA COOEPRACION Y EL DESARROLLO ECONOMICO-OCDE,(NO REGISTRA),SI,28/09/2011,1479 DE 2011,(NO REGISTRA),C- 417 DE 2012,(NO REGISTRA),(NO REGISTRA)
ENMIENDAS A LA CONSTITUCION DEL COMITE INTERGUBERNAMENTAL PARA LAS MIGRACIONES EUROPEAS,NO,GINEBRA,20/05/1987,ORGANIZACIÓN INTERNACIONAL PARA LAS MIGRACIONES-OIM,(NO REGISTRA),TRATADO,ORGANIZACIÓN INTERNACIONAL PARA LAS MIGRACIONES-OIM,(NO REGISTRA),SI,11/11/1988,50 DE 1988,14/11/1989,(NO REGISTRA),14/05/1990,1017 DE 1990
ACUERDO ENTRE LA REPUBLICA DE COLOMBIA Y LA REPUBLICA DE ECUADOR SOBRE INDOCUMENTADOS,SI,ESMERALDAS,18/04/1990,ECUADOR,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),JULIO LONDOÑO MINISTRO DE RELACIONES EXTERIORES,NO,(NO REGISTRA),(NO REGISTRA),18/05/1990,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
TRATADO DE ARBITRAJE GENERAL CELEBRADO ENTRE LA REPUBLICA ARGENTINA Y LA REPUBLICA DE COLOMBIA,SI,WASHINGTON,20/01/1912,ARGENTINA,(NO REGISTRA),TRATADO,(NO REGISTRA),GENERAL PEDRO NEL OSPINA Y ROMULO S. NAON. MINISTROS PLENIPOTENCIARIOS.,SI,06/12/1912,64 DE 1912,01/08/1921,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
TRATADO SOBRE PROHIBICION DE EMPLAZAR ARMAS NUCLEARES Y OTRAS ARMAS DE DESTRUCCION EN MASA EN LOS FONDOS MARINOS Y OCEANICOS Y SU SUBSUELO,NO,WASHINGTON,11/02/1971,ORGANIZACIÓN DE LAS NACIONES UNIDAS-ONU,(NO REGISTRA),TRATADO,ESTADOS UNIDOS DE AMERICA,(NO REGISTRA),NO,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
CUARTA ENMIENDA AL CONVENIO CONSTITUTIVO DEL FONDO MONETARIO INTERNACIONAL,NO,WASHINGTON D.C.,23/09/1997,FONDO MONETARIO INTERNACIONAL-FMI,(NO REGISTRA),TRATADO,ESTADOS UNIDOS DE AMERICA,(NO REGISTRA),SI,10/05/2001,652 DE 2001,10/08/2009,C-057/02,(NO REGISTRA),(NO REGISTRA)
CANJE DE NOTAS QUE CONSTITUYE UN ACUERDO RELATIVO A LA RECIPROCIDAD DE LICENCIAS DE RADIOAFICIONADOS DEBIDAMENTE AUTORIZADOS ENTRE LA REPUBLICA DE COLOMBIA Y REPUBLICA DOMINICANA,SI,BOGOTA,04/12/1972,REPUBLICA DOMINICANA,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),ALFREDO VAZQUEZ MINISTRO DE RELACIONES EXTERIORES,SI,(NO REGISTRA),(NO REGISTRA),04/12/1972,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
"ADDENDUM N° 2 AL CONVENIO DE FINANCIACION ESPECIFICO ENTRE LA COMUNIDAD EUROPEA Y LA REPUBLICA DE COLOMBIA, MEJORA DE LOS SISTEMAS DE CARTOGRAFIA DEL TERRITORIO DE COLOMBIA, COL/B7-3100/1998/0257",SI,BRUSELAS,31/05/2005,COMUNIDAD EUROPEA,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),CAROLINA BARCO - MINISTRO DE RELACIONES EXTERIORES,NO,(NO REGISTRA),(NO REGISTRA),31/05/2005,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
CANJE DE NOTAS QUE CONSTITUYEN UN ACUERDO SOBRE FACILITACION DE EXPLOTACION Y PRODUCCION DE MATERIALES DENTRO DEL TERRITORIO DE COLOMBIA ENTRE EL GOBIERNO DE LOS ESTADOS UNIDOS Y LA REPUBLICA DE COLOMBIA,SI,BOGOTA,29/03/1943,ESTADOS UNIDOS DE AMERICA,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),ALBERTO GONZALEZ FERNANDEZ - MINISTRO INTERINO DE RELACIONES EXTERIORES,SI,(NO REGISTRA),(NO REGISTRA),29/03/1943,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
PROTOCOLO MODIFICATORIO DEL ACUERDO DE CARTAGENA PROTOCOLO DE QUITO,NO,QUITO,12/05/1987,COMUNIDAD ANDINA-CAN,(NO REGISTRA),TRATADO,(NO REGISTRA),SAMUEL ALBERTO YOHAI OBADIA,SI,30/12/1987,60 DE 1987,25/05/1988,(NO REGISTRA),22/01/1992,113 DE 1992
TRATADO DE NO AGRESION CONCILIACION ARBITRAJE Y ARREGLO JUDICIAL ENTRE COLOMBIA Y VENEZUELA,SI,BOGOTA,17/12/1939,VENEZUELA,(NO REGISTRA),TRATADO,(NO REGISTRA),LUIS LOPEZ DE MESA MINISTRO DE RELACIONES EXTERIORES,SI,25/08/1941,14 DE 1941,12/09/1941,(NO REGISTRA),03/10/1941,1705 DE 1941
CONVENIO DE INCORPORACION DE COLOMBIA AL SISTEMA DEL PACIFICO SUR,NO,QUITO,09/08/1979,COMISION PERMANENTE DEL PACIFICO SUR,(NO REGISTRA),TRATADO,CHILE,DIEGO URIBE VARGAS - MINISTRO DE RELACIONES EXTERIORES,SI,04/02/1980,7 DE 1980,24/03/1980,(NO REGISTRA),21/07/1980,1907 DE 1980
"CONVENIO COMPLEMENTARIO DEL CONVENIO DE VARSOVIA, PARA LA UNIFICACION DE CIERTAS REGLAS RELATIVAS AL TRANSPORTE AEREO INTERNACIONAL REALIZADO POR QUIEN NO SEA EL TRANSPORTISTA CONTRACTUAL",NO,GUADALAJARA,18/09/1961,ORGANIZACIÓN DE AVIACION CIVIL INTERNACIONAL-OACI,(NO REGISTRA),TRATADO,MEXICO,(NO REGISTRA),SI,31/12/1965,95 DE1965,31/07/1966,(NO REGISTRA),01/01/1967,199 DE 1967
PROTOCOLO FACULTATIVO DE LA CONVENCION SOBRE LOS DERECHOS DE LAS PERSONAS CON DISCAPACIDAD,NO,NUEVA YORK,13/12/2006,ORGANIZACIÓN DE LAS NACIONES UNIDAS-ONU,(NO REGISTRA),TRATADO,ORGANIZACIÓN DE LAS NACIONES UNIDAS-ONU,(NO REGISTRA),NO,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
PROTOCOLO COMPLEMENTARIO DEL ACUERDO SOBRE LA COOPERACION REGIONAL PARA EL COMBATE CONTRA LA CONTAMINACION DEL PACIFICO SUDESTE POR HIDROCARBUROS Y OTRAS SUSTANCIAS NOCIVAS,NO,"QUITO, ECUADOR",20/07/1983,COMISION PERMANENTE DEL PACIFICO SUR,(NO REGISTRA),TRATADO,COMISION PERMANENTE DEL PACIFICO SUR,(NO REGISTRA),NO,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
PROTOCOLO ADICIONAL A LOS CONVENIOS DE GINEBRA DEL 12 DE AGOSTO DE 1949 RELATIVO A LA PROTECCION DE LAS VICTIMAS DE LOS CONFLICTOS ARMADOS SIN CARACTER INTERNACIONAL PROTOCOLO II,NO,"GINEBRA,SUIZA",08/06/1977,DERECHO INTERNACIONAL HUMANITARIO-DIH,(NO REGISTRA),TRATADO,(NO REGISTRA),(NO REGISTRA),SI,16/12/1994,171 DE 1994,14/02/1996,C-225/95,(NO REGISTRA),0509 DE 1996
ADDENDUM NO. 3 AL CONVENIO DE FINANCIACION ESPECIFICO ENTRE LA COMUNIDAD EUROPEA Y LA REPUBLICA DE COLOMBIA PROGRAMA DE APOYO A LOS JOVENES Y NIÑOS DE LA CALLE EN COLOMBIA NO. COLO/B7-310/IB/97/0192,SI,BOGOTA,30/04/2007,COMUNIDAD EUROPEA,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),FERNANDO ARAUJO PERDOMO- MINISTERO DE RELACIONES EXTERIORES,NO,(NO REGISTRA),(NO REGISTRA),30/04/2007,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
CONVENIO PARA EL ESTABLECIMIENTO DE LA ZONA DE TURISMO SUSTENTABLE DEL CARIBE,NO,"ISLA MARGARITA, REPÚBLICA BOLIVARIANA DE VENEZUELA",06/11/2001,ASOCIACION DE ESTADOS DEL CARIBE-AEC,(NO REGISTRA),TRATADO,COLOMBIA,(NO REGISTRA),NO,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
ACUERDO MARCO SOBRE COOPERACION EN MATERIA DE SEGURIDAD REGIONAL ENTRE LOS ESTADOS PARTES DEL MERCOSUR Y LA REPUBLICA DE BOLIVIA LA REPUBLICA DE CHILE LA REPUBLICA DEL ECUADOR LA REPUBLICA DEL PERU Y LA REPUBLICA BOLIVARIANA DE VENEZUELA,NO,CORDOBA - ARGENTINA,20/07/2006,MERCADO COMUN DEL SUR-MERCOSUR,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,PARAGUAY,(NO REGISTRA),NO,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
ACUERDO ENTRE EL GOBIERNO DE LA REPUBLICA DE COLOMBIA Y LA SECRETARIA GENERAL DE LA ORGANIZACION DE LOS ESTADOS AMERICANOS PARA LA CELEBRACION DE LA III REUNION DE AUTORIDADES CENTRALES Y OTROS EXPERTOS EN ASISTENCIA MUTUA EN MATERIA PENAL Y EXTRADICION,SI,WASHINGTON,20/08/2007,ORGANIZACIÓN DE ESTADOS AMERICANOS-OEA,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),"CAMILO ALFONSO OSPINA- EMBAJADOS, REPRESENTANTE PERMANENTE DE COLOMBIA ANTE LA ORGANIZACION DE LO ESTADOS AMERICANOS",NO,(NO REGISTRA),(NO REGISTRA),20/08/2007,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
CONVENCION INTERAMERICANA SOBRE CONCESION DE LOS DERECHOS POLITICOS A LA MUJER,NO,BOGOTA,02/05/1948,ORGANIZACIÓN DE ESTADOS AMERICANOS-OEA,(NO REGISTRA),TRATADO,ORGANIZACIÓN DE ESTADOS AMERICANOS-OEA,(NO REGISTRA),SI,13/04/1959,08 DE 1959,03/06/1959,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
ACUERDO COMPLEMENTARIO DEL CONVENIO BASICO DE COOPERACION TECNICA Y CIENTIFICA ENTRE EL GOBIERNO DE LA REPUBLICA DE COLOMBIA Y EL GOBIERNO DE LA REPUBLICA DE CHILE,SI,BOGOTA,07/05/1984,CHILE,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,(NO REGISTRA),RODRIGO LLOREDA CAICEDO - MINISTRO DE RELACIONES EXTERIORES,SI,(NO REGISTRA),(NO REGISTRA),07/05/1984,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
ACUERDO DE ALCANCE PARCIAL DE COMPLEMENTACION ECONOMICA NO. 24 CONCERTADO ENTRE LA REPUBLICA DE COLOMBIA Y LA REPUBLICA DE CHILE QUINTO PROTOCOLO ADICIONAL,SI,MONTEVIDEO,31/05/1996,CHILE,(NO REGISTRA),ACUERDO PROCEDIMIENTO SIMPLIFICADO,ASOCIACION LATINOAMERICANA DE INTEGRACION-ALADI,JAIME PINZON LOPEZ - EMBAJADOR REPRESENTANTE PERMANENTE DE COLOMBIA ANTE LA ALADI,SI,(NO REGISTRA),(NO REGISTRA),31/05/1996,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA)
"PROTOCOLO PARA PREVENIR, REPRIMIR Y SANCIONAR LA TRATA DE PERSONAS, ESPECIALMENTE MUJERES Y NIÑOS, QUE COMPLEMENTA LA CONVENCION DE LAS NACIONES UNIDAS CONTRA LA DELINCUENCIA ORGANIZADA TRANSNACIONAL",NO,NUEVA YORK,15/11/2000,ORGANIZACIÓN DE LAS NACIONES UNIDAS-ONU,(NO REGISTRA),TRATADO,ORGANIZACIÓN DE LAS NACIONES UNIDAS-ONU,(NO REGISTRA),SI,13/03/2003,800 DE 2003,03/09/2004,C-962/2003,01/10/2004,3173 DE 2004
